         637770 function calls (617981 primitive calls) in 0.562 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 upload.py:232(UploadFilenameInputManager)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 nanops.py:75(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 tz.py:488(_read_tzfile)
       12    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        4    0.000    0.000    0.000    0.000 getlimits.py:311(_get_machar)
        1    0.000    0.000    0.000    0.000 tokens.py:57(FrozenAuthToken)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
      226    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        2    0.000    0.000    0.000    0.000 session.py:1054(_add_configured_endpoint_provider)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
        5    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        1    0.000    0.000    0.000    0.000 signers.py:1(<module>)
       31    0.000    0.000    0.000    0.000 configprovider.py:413(_get_env_providers)
       23    0.000    0.000    0.000    0.000 config.py:882(is_one_of_factory)
      214    0.000    0.000    0.000    0.000 _decorators.py:316(<lambda>)
        1    0.000    0.000    0.000    0.000 functions.py:67(Functions)
        1    0.000    0.000    0.000    0.000 ops.py:1128(DataSplitter)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       18    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 stata.py:1116(StataReader)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        6    0.000    0.000    0.000    0.000 configparser.py:1210(__init__)
      118    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        2    0.000    0.000    0.000    0.000 core.py:3039(__array_finalize__)
      263    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
       39    0.000    0.000    0.000    0.000 typing.py:2339(get_origin)
        6    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
       74    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:432(_sanity_check)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:575(ParameterType)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        8    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
      263    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       20    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       25    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
       28    0.000    0.000    0.000    0.000 retryhandler.py:135(_create_single_checker)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:69(ColumnNullType)
        2    0.000    0.000    0.000    0.000 textwrap.py:157(_split)
        2    0.000    0.000    0.000    0.000 gzip.py:350(close)
        2    0.000    0.000    0.000    0.000 args.py:532(_compute_retry_mode)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:279(StaticContextParameter)
       46    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      106    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        2    0.000    0.000    0.000    0.000 session.py:518(get_auth_token)
        1    0.000    0.000    0.000    0.000 history.py:1(<module>)
       52    0.000    0.000    0.000    0.000 accessor.py:76(forbid_nonstring_types)
       17    0.000    0.000    0.000    0.000 managers.py:697(register)
       25    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 pickle.py:1179(_Unpickler)
        3    0.000    0.000    0.000    0.000 session.py:531(user_agent)
       13    0.000    0.000    0.000    0.000 core.py:8739(_replace_return_type)
      313    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        2    0.000    0.000    0.000    0.000 args.py:438(_should_set_global_sts_endpoint)
        2    0.000    0.000    0.000    0.000 args.py:500(_compute_retry_max_attempts)
        1    0.000    0.000    0.000    0.000 core.py:2868(__new__)
        8    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       75    0.000    0.000    0.000    0.000 config.py:810(wrap)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
      294    0.000    0.000    0.000    0.000 docscrape.py:53(reset)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
      338    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
      179    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        5    0.000    0.000    0.000    0.000 typing.py:2140(runtime_checkable)
        6    0.000    0.000    0.000    0.000 configparser.py:743(get)
        1    0.000    0.000    0.000    0.000 _odswriter.py:1(<module>)
        4    0.000    0.000    0.000    0.000 regions.py:348(_resolve)
      432    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
       20    0.000    0.000    0.000    0.000 enum.py:383(__init__)
       13    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       98    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.000    0.000 utils.py:206(resolve_imds_endpoint_mode)
        1    0.000    0.000    0.000    0.000 _normalize.py:1(<module>)
      196    0.000    0.000    0.000    0.000 docscrape.py:159(__getitem__)
        2    0.000    0.000    0.000    0.000 args.py:451(_get_sts_regional_endpoints_config)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:3483(JSONFileCache)
        1    0.000    0.000    0.000    0.000 subscribers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decorators.py:1(<module>)
       24    0.000    0.000    0.000    0.000 numerictypes.py:590(_scalar_type_key)
        8    0.000    0.000    0.000    0.000 <frozen posixpath>:179(dirname)
        2    0.000    0.000    0.000    0.000 config.py:273(__call__)
        1    0.000    0.000    0.000    0.000 session.py:272(_register_user_agent_creator)
        1    0.000    0.000    0.000    0.000 expr.py:323(f)
        2    0.000    0.000    0.000    0.000 nanops.py:1082(_nanminmax)
      217    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       63    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        2    0.000    0.000    0.000    0.000 hooks.py:556(prefix_search)
       84    0.000    0.000    0.000    0.000 __init__.py:27(decorator)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 string_.py:254(BaseStringArray)
        1    0.000    0.000    0.000    0.000 session.py:276(_create_csm_monitor)
       31    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
       95    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       58    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
       30    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
       10    0.000    0.000    0.000    0.000 base.py:461(__str__)
       84    0.000    0.000    0.000    0.000 __init__.py:16(set_module)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:533(OpenpyxlReader)
        2    0.000    0.000    0.000    0.000 gzip.py:484(__init__)
        2    0.000    0.000    0.000    0.000 args.py:760(_compute_user_agent_appid_config)
        2    0.000    0.000    0.000    0.000 configprovider.py:462(__copy__)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:102(BadLineHandleMethod)
        1    0.000    0.000    0.000    0.000 bucket.py:1(<module>)
        2    0.000    0.000    0.000    0.000 args.py:776(_compute_sigv4a_signing_region_set_config)
        6    0.000    0.000    0.000    0.000 core.py:1180(__init__)
        4    0.000    0.000    0.000    0.000 ssl.py:555(options)
        1    0.000    0.000    0.000    0.000 core.py:3188(view)
        2    0.000    0.000    0.000    0.000 args.py:312(_ignore_configured_endpoint_urls)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 indexing.py:1214(_LocIndexer)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:1(<module>)
       20    0.000    0.000    0.000    0.000 typing.py:1569(<genexpr>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        4    0.000    0.000    0.000    0.000 nanops.py:448(maybe_operate_rowwise)
       18    0.000    0.000    0.000    0.000 base.py:478(register_extension_dtype)
        4    0.000    0.000    0.000    0.000 _strptime.py:26(_getlang)
       59    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
      102    0.000    0.000    0.000    0.000 inspect.py:524(isbuiltin)
      357    0.000    0.000    0.000    0.000 inspect.py:3085(parameters)
        1    0.000    0.000    0.000    0.000 loaders.py:225(Loader)
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       60    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 missing.py:913(_datetimelike_compat)
        2    0.000    0.000    0.000    0.000 typing.py:2214(get_type_hints)
        4    0.000    0.000    0.000    0.000 utils.py:1441(instance_cache)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        2    0.000    0.000    0.000    0.000 config.py:145(_get_option)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 objects.py:46(BaseIndexer)
       26    0.000    0.000    0.000    0.000 retryhandler.py:144(_create_single_response_checker)
        2    0.000    0.000    0.000    0.000 regions.py:149(get_available_endpoints)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 useragent.py:210(from_environment)
       10    0.000    0.000    0.000    0.000 dtypes.py:2171(name)
        1    0.000    0.000    0.000    0.000 threading.py:1045(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 _collections.py:41(_Sentinel)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 gzip.py:555(_read_eof)
       72    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 _strptime.py:152(__calc_timezone)
        1    0.000    0.000    0.000    0.000 base.py:21(BaseStringArrayMethods)
        1    0.000    0.000    0.000    0.000 tokens.py:173(SSOTokenProvider)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      415    0.000    0.000    0.000    0.000 inspect.py:2800(annotation)
        5    0.000    0.000    0.000    0.000 platform.py:979(system)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:493(hugepage_setup)
        4    0.000    0.000    0.000    0.000 datetimelike.py:169(_period_dispatch)
        3    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
        3    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:224(is_python_build)
        1    0.000    0.000    0.000    0.000 _calamine.py:40(CalamineReader)
      133    0.000    0.000    0.000    0.000 expr.py:195(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        4    0.000    0.000    0.000    0.000 nanops.py:383(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 ops.py:105(WrappedCythonOp)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 _linalg.py:59(SVDResult)
        1    0.000    0.000    0.000    0.000 _tzpath.py:5(_reset_tzpath)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 docstrings.py:1(<module>)
